      0.0125000         31.5092258
      0.0250000         15.5118923
      0.0375000         10.1812325
      0.0500000          7.5172448
      0.0625000          5.9199147
      0.0750000          4.8559146
      0.0875000          4.0966783
      0.1000000          3.5279133
      0.1125000          3.0861316
      0.1250000          2.7332363
      0.1375000          2.4449837
      0.1500000          2.2052128
      0.1625000          2.0027351
      0.1750000          1.8295578
      0.1875000          1.6798196
      0.2000000          1.5491250
      0.2125000          1.4341118
      0.2250000          1.3321661
      0.2375000          1.2412233
      0.2500000          1.1596323
      0.2625000          1.0860555
      0.2750000          1.0193994
      0.2875000          0.9587603
      0.3000000          0.9033851
      0.3125000          0.8526412
      0.3250000          0.8059930
      0.3375000          0.7629848
      0.3500000          0.7232252
      0.3625000          0.6863775
      0.3750000          0.6521493
      0.3875000          0.6202863
      0.4000000          0.5905657
      0.4125000          0.5627919
      0.4250000          0.5367920
      0.4375000          0.5124133
      0.4500000          0.4895194
      0.4625000          0.4679892
      0.4750000          0.4477140
      0.4875000          0.4285965
      0.5000000          0.4105488
      0.5125000          0.3934917
      0.5250000          0.3773537
      0.5375000          0.3620698
      0.5500000          0.3475808
      0.5625000          0.3338327
      0.5750000          0.3207765
      0.5875000          0.3083671
      0.6000000          0.2965633
      0.6125000          0.2853271
      0.6250000          0.2746236
      0.6375000          0.2644207
      0.6500000          0.2546887
      0.6625000          0.2454000
      0.6750000          0.2365295
      0.6875000          0.2280532
      0.7000000          0.2199494
      0.7125000          0.2121977
      0.7250000          0.2047792
      0.7375000          0.1976762
      0.7500000          0.1908720
      0.7625000          0.1843513
      0.7750000          0.1780996
      0.7875000          0.1721034
      0.8000000          0.1663501
      0.8125000          0.1608276
      0.8250000          0.1555249
      0.8375000          0.1504315
      0.8500000          0.1455373
      0.8625000          0.1408331
      0.8750000          0.1363101
      0.8875000          0.1319600
      0.9000000          0.1277749
      0.9125000          0.1237475
      0.9250000          0.1198707
      0.9375000          0.1161380
      0.9500000          0.1125429
      0.9625000          0.1090796
      0.9750000          0.1057425
      0.9875000          0.1025262
      1.0000000          0.0994255
